Referência;;Cor;;Tamanho;Peça Boa
REST1606;CALÇA JEANS BAGGY COLOR 201294;19-0000;PRETO (Raven TC);44;7,8904E+12
;;;;;
REST1606;CALÇA JEANS BAGGY COLOR 201294;19-0915;MARROM (Coffee Bean;44;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;17-4021J;17-4021J;36;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;17-4021J;17-4021J;38;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;17-4021J;17-4021J;40;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;17-4021J;17-4021J;42;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;17-4021J;17-4021J;44;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-0000;PRETO (Raven TC);36;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-4027J;19-4027J;36;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-0000;PRETO (Raven TC);38;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-4027J;19-4027J;38;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-0000;PRETO (Raven TC);40;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-4027J;19-4027J;40;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-0000;PRETO (Raven TC);42;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-4027J;19-4027J;42;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-0000;PRETO (Raven TC);44;7,8904E+12
;;;;;
REST1607;CALÇA JEANS WIDE 2106;19-4027J;19-4027J;44;7,8904E+12
;;;;;
REST1608;CALÇA JEANS BALLON 201462;19-4118J;19-4118J;36;7,8904E+12
;;;;;
REST1608;CALÇA JEANS BALLON 201462;19-4118J;19-4118J;38;7,8904E+12
;;;;;
REST1608;CALÇA JEANS BALLON 201462;19-4118J;19-4118J;40;7,8904E+12
;;;;;
REST1608;CALÇA JEANS BALLON 201462;19-4118J;19-4118J;42;7,8904E+12
;;;;;
REST1608;CALÇA JEANS BALLON 201462;19-4118J;19-4118J;44;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;17-4021J;17-4021J;36;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;17-4021J;17-4021J;38;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;17-4021J;17-4021J;40;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;17-4021J;17-4021J;42;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;17-4021J;17-4021J;44;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-0000;PRETO (Raven TC);36;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-4027J;19-4027J;36;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-0000;PRETO (Raven TC);38;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-4027J;19-4027J;38;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-0000;PRETO (Raven TC);40;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-4027J;19-4027J;40;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-0000;PRETO (Raven TC);42;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-4027J;19-4027J;42;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-0000;PRETO (Raven TC);44;7,8904E+12
;;;;;
REST1609;CALÇA JEANS MOM 1866;19-4027J;19-4027J;44;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0601;BRANCO (Bright White TC);PP;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0602;BRANCO (off white);PP;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0601;BRANCO (Bright White TC);P;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0602;BRANCO (off white);P;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0601;BRANCO (Bright White TC);M;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0602;BRANCO (off white);M;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0601;BRANCO (Bright White TC);G;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0602;BRANCO (off white);G;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0601;BRANCO (Bright White TC);GG;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;11-0602;BRANCO (off white);GG;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;18-1664;VERMELHO  (Fiery Red TC);PP;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;18-1664;VERMELHO  (Fiery Red TC);P;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;18-1664;VERMELHO  (Fiery Red TC);M;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;18-1664;VERMELHO  (Fiery Red TC);G;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;18-1664;VERMELHO  (Fiery Red TC);GG;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1610;BLUSA BÁSICA MANGA LONGA;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;11-0601;BRANCO (Bright White TC);PP;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;11-0601;BRANCO (Bright White TC);P;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;11-0601;BRANCO (Bright White TC);M;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;11-0601;BRANCO (Bright White TC);G;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;11-0601;BRANCO (Bright White TC);GG;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-1109;MARROM (CHOCOLATE TORTE TCX;PP;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-1109;MARROM (CHOCOLATE TORTE TCX;P;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-1109;MARROM (CHOCOLATE TORTE TCX;M;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-1109;MARROM (CHOCOLATE TORTE TCX;G;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1611;BLUSA MANGA LONGA COM DETALHE EM TORCIDOS;19-1109;MARROM (CHOCOLATE TORTE TCX;GG;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;13-0715;BEGE (Sea Mist TC);PP;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;13-0715;BEGE (Sea Mist TC);P;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;13-0715;BEGE (Sea Mist TC);M;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;13-0715;BEGE (Sea Mist TC);G;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;13-0715;BEGE (Sea Mist TC);GG;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-1220;MARROM (Cappuccino TC);PP;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-1220;MARROM (Cappuccino TC);P;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-1220;MARROM (Cappuccino TC);M;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-1220;MARROM (Cappuccino TC);G;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-1220;MARROM (Cappuccino TC);GG;7,8904E+12
;;;;;
REST1612;CAMISETA LISA COM MANGA DE RENDA;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;18-1763;VERMELHO (High Risk Red TC);PP;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;18-1763;VERMELHO (High Risk Red TC);P;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;18-1763;VERMELHO (High Risk Red TC);M;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;18-1763;VERMELHO (High Risk Red TC);G;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;18-1763;VERMELHO (High Risk Red TC);GG;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;19-1419;MARROM (Chicarry Coffe;PP;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;19-1419;MARROM (Chicarry Coffe;P;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;19-1419;MARROM (Chicarry Coffe;M;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;19-1419;MARROM (Chicarry Coffe;G;7,8904E+12
;;;;;
REST1613.1;BLUSA BÁSICA COM MANGAS AMPLAS;19-1419;MARROM (Chicarry Coffe;GG;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;18-1763;VERMELHO (High Risk Red TC);PP;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;18-1763;VERMELHO (High Risk Red TC);P;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;18-1763;VERMELHO (High Risk Red TC);M;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;18-1763;VERMELHO (High Risk Red TC);G;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;18-1763;VERMELHO (High Risk Red TC);GG;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;19-1419;MARROM (Chicarry Coffe;PP;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;19-1419;MARROM (Chicarry Coffe;P;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;19-1419;MARROM (Chicarry Coffe;M;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;19-1419;MARROM (Chicarry Coffe;G;7,8904E+12
;;;;;
REST1613.2;CALÇA BÁSICA COM SOBREPOSIÇÃO;19-1419;MARROM (Chicarry Coffe;GG;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;18-1664;VERMELHO  (Fiery Red TC);PP;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;18-1664;VERMELHO  (Fiery Red TC);P;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;18-1664;VERMELHO  (Fiery Red TC);M;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;18-1664;VERMELHO  (Fiery Red TC);G;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;18-1664;VERMELHO  (Fiery Red TC);GG;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1615;VESTIDO MIDI FRANZIDO FRENTE;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1616;VESTIDO LONGO TULE;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1616;VESTIDO LONGO TULE;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1616;VESTIDO LONGO TULE;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1616;VESTIDO LONGO TULE;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1616;VESTIDO LONGO TULE;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1617.1;REGATA XADREZ COM DETALHE EM RENDA;19-1317;MARROM (Bitter Chocolate TC);PP;7,8904E+12
;;;;;
REST1617.1;REGATA XADREZ COM DETALHE EM RENDA;19-1317;MARROM (Bitter Chocolate TC);P;7,8904E+12
;;;;;
REST1617.1;REGATA XADREZ COM DETALHE EM RENDA;19-1317;MARROM (Bitter Chocolate TC);M;7,8904E+12
;;;;;
REST1617.1;REGATA XADREZ COM DETALHE EM RENDA;19-1317;MARROM (Bitter Chocolate TC);G;7,8904E+12
;;;;;
REST1617.1;REGATA XADREZ COM DETALHE EM RENDA;19-1317;MARROM (Bitter Chocolate TC);GG;7,8904E+12
;;;;;
REST1617.2;CALÇA DE ALFAIATARIA XADREZ;19-1317;MARROM (Bitter Chocolate TC);PP;7,8904E+12
;;;;;
REST1617.2;CALÇA DE ALFAIATARIA XADREZ;19-1317;MARROM (Bitter Chocolate TC);P;7,8904E+12
;;;;;
REST1617.2;CALÇA DE ALFAIATARIA XADREZ;19-1317;MARROM (Bitter Chocolate TC);M;7,8904E+12
;;;;;
REST1617.2;CALÇA DE ALFAIATARIA XADREZ;19-1317;MARROM (Bitter Chocolate TC);G;7,8904E+12
;;;;;
REST1617.2;CALÇA DE ALFAIATARIA XADREZ;19-1317;MARROM (Bitter Chocolate TC);GG;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-1220;MARROM (Cappuccino TC);PP;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-4006;PRETO (Caviar TC);PP;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-1220;MARROM (Cappuccino TC);P;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-4006;PRETO (Caviar TC);P;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-1220;MARROM (Cappuccino TC);M;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-4006;PRETO (Caviar TC);M;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-1220;MARROM (Cappuccino TC);G;7,8904E+12
;;;;;
REST1619;SAIA CURTA DE RENDA;19-4006;PRETO (Caviar TC);G;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;11-0604;BEGE (Gardenia TC);PP;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;11-0604;BEGE (Gardenia TC);P;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;11-0604;BEGE (Gardenia TC);M;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;11-0604;BEGE (Gardenia TC);G;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;11-0604;BEGE (Gardenia TC);GG;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;18-1027;MARROM (Bison TC);PP;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;18-1027;MARROM (Bison TC);P;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;18-1027;MARROM (Bison TC);M;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;18-1027;MARROM (Bison TC);G;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;18-1027;MARROM (Bison TC);GG;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1620;BLUSA MANGA LONGA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0912;MARROM (Chocolate Brown TC);PP;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0912;MARROM (Chocolate Brown TC);P;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0912;MARROM (Chocolate Brown TC);M;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0912;MARROM (Chocolate Brown TC);G;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0912;MARROM (Chocolate Brown TC);GG;7,8904E+12
;;;;;
REST1621;SAIA COM DETALHE EM RENDA;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;18-1657;VERMELHO (VERMELHO SALSA;PP;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;18-1657;VERMELHO (VERMELHO SALSA;P;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;18-1657;VERMELHO (VERMELHO SALSA;M;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;18-1657;VERMELHO (VERMELHO SALSA;G;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;18-1657;VERMELHO (VERMELHO SALSA;GG;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;19-0915;MARROM (Coffee Bean;PP;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;19-0915;MARROM (Coffee Bean;P;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;19-0915;MARROM (Coffee Bean;M;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;19-0915;MARROM (Coffee Bean;G;7,8904E+12
;;;;;
REST1622;CAMISETA LISTRADA MARTINGALE MANGA;19-0915;MARROM (Coffee Bean;GG;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;11-0601;BRANCO (Bright White TC);PP;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;11-0601;BRANCO (Bright White TC);P;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;11-0601;BRANCO (Bright White TC);M;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;11-0601;BRANCO (Bright White TC);G;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;11-0601;BRANCO (Bright White TC);GG;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;13-0720;BEGE (Custard TC);PP;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;13-0720;BEGE (Custard TC);P;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;13-0720;BEGE (Custard TC);M;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;13-0720;BEGE (Custard TC);G;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;13-0720;BEGE (Custard TC);GG;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;16-3929;AZUL (Grapemist TC);PP;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;16-3929;AZUL (Grapemist TC);P;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;16-3929;AZUL (Grapemist TC);M;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;16-3929;AZUL (Grapemist TC);G;7,8904E+12
;;;;;
REST1623;CAMISA MANGA LONGA MIX DE BOTÕES;16-3929;AZUL (Grapemist TC);GG;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;18-1137;MARROM (Rawhide TC;P;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;18-1137;MARROM (Rawhide TC;M;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;18-1137;MARROM (Rawhide TC;G;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;18-1137;MARROM (Rawhide TC;GG;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1624.1;BLAZER MANGA LONGA COM RECORTES;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;18-1137;MARROM (Rawhide TC;PP;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;18-1137;MARROM (Rawhide TC;P;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;18-1137;MARROM (Rawhide TC;M;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;18-1137;MARROM (Rawhide TC;G;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;18-1137;MARROM (Rawhide TC;GG;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1624.2;CALÇA COM TRANSPASSE E BOTÕES;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-0000;PRETO (Raven TC);PP;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-1724;BORDO (Cabernet);PP;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-0000;PRETO (Raven TC);P;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-1724;BORDO (Cabernet);P;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-0000;PRETO (Raven TC);M;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-1724;BORDO (Cabernet);M;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-0000;PRETO (Raven TC);G;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-1724;BORDO (Cabernet);G;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-0000;PRETO (Raven TC);GG;7,8904E+12
;;;;;
REST1626;VESTIDO MIDI COM FAIXA;19-1724;BORDO (Cabernet);GG;7,8904E+12
;;;;;
REST1627;BLUSÃO DE TRICOT;18-1657;VERMELHO (VERMELHO SALSA;PP;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;18-1657;VERMELHO (VERMELHO SALSA;P;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;18-1657;VERMELHO (VERMELHO SALSA;M;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;18-1657;VERMELHO (VERMELHO SALSA;G;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;18-1657;VERMELHO (VERMELHO SALSA;GG;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;19-0000;PRETO (Raven TC);PP;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;19-0000;PRETO (Raven TC);P;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;19-0000;PRETO (Raven TC);M;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;19-0000;PRETO (Raven TC);G;Sem cód. barra
REST1627;BLUSÃO DE TRICOT;19-0000;PRETO (Raven TC);GG;Sem cód. barra
REST1628.1;BLUSA CANELADA MANGA DEDINHO;16-4702;CINZA (Limestone TC);PP;7,8904E+12
;;;;;
REST1628.1;BLUSA CANELADA MANGA DEDINHO;16-4702;CINZA (Limestone TC);P;7,8904E+12
;;;;;
